the,0.028211098,0.104411475,-0.075557016,-0.030122638,0.12534705,0.17050141,0.2709463,-0.10747946,-0.15025504,0.27452096,-0.042974938,-0.038299687,-0.03241269,-0.06715158,-0.049982242,0.09821615,-0.3438722,-0.07657414,-0.40436187,-0.055908784,-0.18575646,0.05968498,0.039912466,0.04392451,0.12127418,-0.038010724,-0.12350085,-0.03295092,0.12879471,-0.09155977,-0.039552584,0.08005256,-0.15002929,-0.34704453,-0.029050943,-0.13278687,0.11062091,-0.026675226,0.16181074,0.17146155,0.19996068,0.21956068,-0.017510254,-0.105882704,-0.07448693
project,-0.0009931166,0.25199106,-0.2661163,-0.096793905,-0.14861229,0.096675746,0.3314741,-0.059102215,-0.15675133,0.28042355,0.20563027,0.035734937,-0.09610402,-0.063610956,0.13358594,0.024426872,-0.12730455,-0.113274276,-0.3084634,-0.1643687,-0.18179196,0.02274926,-0.031484995,0.17194587,0.06930002,-0.00051782635,-0.25972855,0.02178899,0.15766531,-0.13603547,-0.043364186,0.09557215,-0.19985658,-0.2733105,-0.08825208,0.036860894,-0.045617975,0.049269617,0.06563705,0.08662031,0.046206255,0.077779934,-0.06549742,-0.10322109,-0.1653483
of,0.024129152,0.078805335,-0.15096457,-0.068100944,0.055881135,0.11348468,0.38983938,-0.08208177,-0.09920529,0.32487643,0.18254665,-0.020920457,-0.06361662,-0.045554396,-0.026898744,0.054038744,-0.22435375,-0.1452138,-0.37302527,-0.1395296,-0.052594174,0.10313742,-0.009032824,0.05781703,0.010319196,-0.0026634538,-0.28429383,0.21383595,0.115691,-0.07947466,-0.16644526,0.03277263,-0.15454598,-0.17397167,-0.04136187,-0.029526817,0.050278664,-0.03595431,-0.038340695,0.29566512,0.049891148,0.058414884,0.02923163,-0.15616679,-0.17192955
anna,-0.19058034,0.11785129,-0.1757631,-0.038121212,-0.23099372,-0.094771214,0.26185623,-0.02216799,-0.24166346,0.049711484,0.10768837,0.104963824,-0.25519952,-0.08308246,0.0812549,-0.23068514,-0.13954596,0.035526343,-0.12576194,-0.104683116,-0.21170485,0.13881065,-0.04817444,0.16588451,0.113539234,-0.18259878,-0.042844217,-0.06506955,-0.026734682,-0.00012516003,-0.11894246,-0.118877605,-0.16645001,-0.32102096,0.10566576,-0.20090736,-0.12840788,0.25692868,0.009774532,-0.09878386,0.15136814,-0.014912569,-0.15293379,0.08930841,-0.1372394
karenina,-0.012336362,0.21487887,-0.19491139,-0.09383611,-0.12983389,0.08692675,0.37155437,-0.06379982,-0.17266092,0.23439236,0.20353983,0.036990404,-0.13255057,-0.110945836,0.12085053,-0.006475939,-0.11026987,-0.10203754,-0.30499217,-0.22064207,-0.22536743,0.07669875,-0.04173545,0.1775052,0.062449154,-0.11957434,-0.14704423,0.005337367,0.16164094,-0.11701442,-0.05477732,0.07076906,-0.21977529,-0.3225438,-0.045541026,-0.006155885,-0.024101157,0.11894033,0.10021438,0.10121641,0.08051639,0.036913127,-0.06122461,-0.09767342,-0.12568851
by,0.05389359,0.1382286,-0.15053675,-0.09126641,0.023171699,0.14827026,0.35419738,-0.04769992,-0.10822437,0.2767317,0.1729093,0.013736254,-0.030691855,-0.1429986,-0.02337321,0.046936158,-0.19178441,-0.15934493,-0.3838747,-0.15997192,-0.11019549,0.041387647,0.016512506,0.11174618,0.048557244,-0.07193871,-0.15095238,0.043432992,0.2155771,-0.18120109,-0.11937552,0.075389236,-0.2530089,-0.28577727,-0.020808619,-0.10356198,0.067134395,0.026244001,0.041766394,0.1699907,0.04439397,0.07454085,-0.006816438,-0.20778418,-0.13272062
tolstoy,0.035617396,0.17172493,-0.20616473,-0.10172405,-0.01836411,0.1154658,0.3799426,-0.07419401,-0.14064547,0.26680306,0.18307629,-0.016970484,-0.07879886,-0.14474256,0.042406015,0.052274026,-0.13501482,-0.116887726,-0.31641865,-0.17573102,-0.22500019,0.052980546,-0.0007288203,0.12362771,0.06250293,-0.092401095,-0.22495368,-0.00062341715,0.21002163,-0.15043707,-0.056660656,0.10746829,-0.21243265,-0.3150898,-0.09028294,-0.016234156,0.02258805,0.036262885,0.09415161,0.10141959,0.044163585,0.07062367,-0.05344347,-0.14801797,-0.12139356
this,-0.13339518,0.23008777,-0.24501331,-0.061737575,-0.20375653,0.066094615,0.21289335,-0.027477713,-0.16928542,0.2356965,0.18675615,0.038044754,-0.15951292,0.015651727,0.22169213,-0.07381611,-0.19502266,-0.13599364,-0.2255122,-0.12545772,-0.09460321,-0.03420308,-0.042673763,0.25475663,0.089037955,0.15592189,-0.3373129,0.105418466,0.08303213,-0.076435454,-0.072114944,0.036323983,-0.1734397,-0.26068974,-0.05690435,-0.13586272,-0.04813301,0.13254434,0.04115443,0.08905235,-0.0037724092,0.07528244,-0.052120898,-0.069943324,-0.18370277
is,-0.03529178,0.30538574,-0.31389496,-0.12614308,-0.23159029,0.04297486,0.16788322,0.016766174,-0.14618112,0.2348443,0.2018225,0.08538568,-0.096365765,0.17898026,0.14086907,0.024424449,0.02623701,-0.11027444,-0.3131291,-0.040135264,-0.0367407,-0.15114748,0.046256654,0.19500592,0.011441008,0.2284302,-0.23038478,0.14204095,0.069363326,-0.04048996,-0.11921639,0.11309447,-0.10646971,-0.20507255,-0.14676523,-0.009593892,-0.0068381606,-0.047496527,0.052960113,0.08836235,-0.1203402,0.15017198,-0.075820625,-0.10015319,-0.21014303
for,-0.056817222,0.2851015,-0.29278624,-0.16117698,-0.18104881,0.08233438,0.34617588,-0.08865295,-0.108596176,0.2975827,0.24966021,0.08557794,-0.08961408,-0.15273729,0.13052356,-0.05442546,-0.10651911,-0.031207642,-0.0832463,-0.14653535,-0.13370776,-0.025638672,-0.02280009,0.118780605,0.044641983,0.07785117,-0.26064274,0.05224564,0.06747184,-0.103202544,-0.055941876,0.17788707,-0.13703586,-0.23599479,-0.029036988,0.010620482,-0.16230631,0.01413613,0.068463825,-0.04445696,0.03791308,0.06884112,-0.13353138,-0.1404641,-0.24539489
use,-0.03697777,0.3156316,-0.29981318,-0.10820755,-0.22046934,0.05968333,0.24965714,-0.03511398,-0.09910226,0.2832836,0.19938129,0.030893529,-0.089695364,-0.023766834,0.18546185,0.00085193024,-0.1498171,-0.07456166,-0.26439443,-0.12996757,-0.061113242,-0.060811497,-0.016247636,0.1849103,0.0940188,0.17250459,-0.34848619,0.054629076,0.08153387,-0.12646931,-0.0042936085,0.12088165,-0.13853224,-0.21180156,-0.122414485,0.008062977,-0.08456654,0.008354541,0.038140662,0.048691407,0.0011512041,0.1110317,-0.055428397,-0.100391425,-0.18783465
anyone,-0.03471082,0.36541417,-0.22523883,-0.08755242,-0.33573526,0.026525062,0.21341774,-0.021767873,-0.09373606,0.24398771,0.1522266,0.11560009,-0.13291383,0.00056614,0.31420526,-0.08554992,-0.17888187,-0.06266252,-0.12990269,-0.22790825,-0.08054942,-0.06123434,-0.10303466,0.21391857,0.109554395,0.14642139,-0.2600971,-0.0038215287,-0.015758779,-0.07738542,0.05167539,0.1239959,-0.101886,-0.15363467,-0.018175444,0.0187141,-0.16885076,0.12678438,0.08108289,-0.00084083097,0.10558263,0.0068519767,-0.07344655,-0.016676923,-0.13937706
anywhere,-0.024509398,0.32800806,-0.26282224,-0.1039895,-0.2216942,0.067497,0.29842377,-0.034706693,-0.14271493,0.29125905,0.2009951,0.06834696,-0.07958228,-0.04095395,0.20375928,-0.0010047714,-0.1389147,-0.089788914,-0.26543665,-0.19524686,-0.12807067,-0.017750842,-0.020647278,0.18303408,0.091968045,0.09676914,-0.28015935,0.0181852,0.085974194,-0.121610545,-0.001468166,0.1484429,-0.14239058,-0.22805446,-0.08775352,0.03928793,-0.073792085,0.04813206,0.073724695,0.06058588,0.037845496,0.08183734,-0.07628717,-0.080863304,-0.14774624
at,-0.068857245,0.1524418,-0.12411688,-0.0836774,-0.038873293,0.1702334,0.40379965,-0.1703505,-0.10376538,0.1498554,-0.020014714,-0.024271213,-0.15823376,-0.27903578,0.12516241,-0.17452033,-0.10365816,-0.05563195,-0.12260752,-0.41377592,-0.042731356,0.14356875,-0.045607373,0.14436695,0.07914697,-0.15580289,-0.12986627,-0.09593572,0.0017728127,-0.118816555,-0.006208414,0.044367377,-0.21901833,-0.2681635,0.055647667,-0.05040652,-0.0104106115,0.23103246,0.051442068,0.10301713,0.107176945,-0.022521263,-0.059808847,-0.13342437,0.0011108501
no,-0.07738849,0.4372728,-0.2305193,-0.09540752,-0.21112815,0.0022756166,0.22894403,-0.04911481,-0.10090374,0.24550648,0.18974054,0.079811,-0.08629092,0.034747943,0.28047386,-0.03424272,-0.14759196,-0.119257115,-0.1980393,-0.22053406,-0.087108016,-0.054910757,-0.033973303,0.18689476,0.1302483,0.1903855,-0.24887218,0.046119325,0.019866517,-0.07942719,-0.026626255,0.17896633,-0.11053153,-0.18893956,-0.010884194,-0.06418314,-0.090750016,-0.0009983443,0.10368776,0.054784562,0.0053985803,0.06330708,-0.093129784,-0.023121756,-0.15869656
cost,0.0037701242,0.2836729,-0.2900669,-0.123342216,-0.07756739,0.10843773,0.3560948,-0.082403444,-0.08262657,0.2865035,0.18744856,0.012466926,-0.07158094,-0.12960996,0.09240395,0.03083393,-0.15447572,-0.04684152,-0.23468293,-0.12411528,-0.11499197,0.00010854172,0.03656137,0.121297054,0.032957662,0.10808764,-0.32485768,0.004494186,0.15738398,-0.15256576,-0.03426911,0.15071015,-0.14856799,-0.237755,-0.11511005,0.0024928467,-0.03273344,-0.07519201,0.08507488,0.05291099,0.03750184,0.117155455,-0.10539164,-0.18350862,-0.16905214
